Title,Author,Genre,Department,Available,Library Location,Library Name,Library Address,Open Time,Close Time,Library Incharge,Contact Email,Contact Phone,Tags
Organic Chemistry,William H. Brown,Chemistry,Sciences,True,Shelf CH337,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Organic Chemistry,Introduction
Introduction to Probability,Statistics, and Random Processes,Henry Stark,Mathematics,Sciences,True,Shelf MA438,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Probability,Random Processes
Sensation and Perception,E. Bruce Goldstein,Psychology,Social Sciences,True,Shelf PS539,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Sensation,Perception
Writing for Engineers,Judith Holtzman,Writing,Humanities,True,Shelf WR640,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Technical Writing,Engineering
The Story of Civilization,Will Durant,History,Humanities,True,Shelf HI740,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,World History,Civilizations
Business Analytics: The Science of Data-Driven Decision Making,U. Dinesh Kumar,Analytics,Business,True,Shelf BA1802,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Data Analytics,Decision Making
Computer Vision: A Modern Approach,George C. Stockman,Computer Science,Engineering,True,Shelf CS237,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Computer Vision,Algorithms
Physical Chemistry for the Life Sciences,Peter Atkins,Chemistry,Sciences,True,Shelf CH338,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Physical Chemistry,Biology
Introduction to Mathematical Logic,Elliott Mendelson,Mathematics,Sciences,True,Shelf MA439,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Logic,Mathematical
Psychology of Personality,Jerry M. Burger,Psychology,Social Sciences,True,Shelf PS540,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Personality,Theories
Writing and Researching Arguments,Christine E. Sleeter,Writing,Humanities,True,Shelf WR641,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Argumentation,Research
The Age of the Strongman: How the Cult of the Leader Threatens Democracy,Gideon Rachman,Political Science,Humanities,True,Shelf PS741,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Political Science,Democracy
Principles of Econometrics,R. Carter Hill,Economics,Social Sciences,True,Shelf EC110,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Econometrics,Regression
Software Engineering,Ian Sommerville,Computer Science,Engineering,True,Shelf CS238,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Software Development,Methodologies
Environmental Chemistry,Gary W. VanLoon,Chemistry,Sciences,True,Shelf CH339,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Environmental Science,Chemistry
Introduction to Graph Theory,Douglas B. West,Mathematics,Sciences,True,Shelf MA440,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Graph Theory,Combinatorics
Motivation and Emotion,Johnmarshall Reeve,Psychology,Social Sciences,True,Shelf PS541,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Motivation,Emotion
The Well-Crafted Argument,Fred D. White,Writing,Humanities,True,Shelf WR642,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Argumentation,Composition
Capital in the Twenty-First Century,Thomas Piketty,Economics,Social Sciences,True,Shelf EC111,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Economics,Inequality
Database Management Systems,Raghu Ramakrishnan,Computer Science,Engineering,True,Shelf CS239,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Databases,Management
Organic Chemistry,Robert Thornton Morrison,Chemistry,Sciences,True,Shelf CH340,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Organic Chemistry,Textbook
Introduction to Numerical Analysis,Kendall E. Atkinson,Mathematics,Sciences,True,Shelf MA441,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Numerical Methods,Analysis
Social Psychology and Human Nature,Roy F. Baumeister,Psychology,Social Sciences,True,Shelf PS542,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Social Psychology,Human Nature
The Everyday Writer,Andrea A. Lunsford,Writing,Humanities,True,Shelf WR643,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Writing,Everyday
The Prince,Niccolò Machiavelli,Political Science,Humanities,True,Shelf PS742,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Political Philosophy,Leadership
Financial Accounting: An Integrated Approach,Michael G. Jones,Accounting,Business,True,Shelf AC805,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Financial Accounting,Integration
Computer Organization and Design: The Hardware/Software Interface,David A. Patterson,Computer Science,Engineering,True,Shelf CS240,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Architecture,Hardware
Biochemistry: The Chemical Reactions of Living Cells,David E. Metzler,Chemistry,Sciences,True,Shelf CH341,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Biochemistry,Cell Biology
Introduction to Probability and Statistics,William Mendenhall,Mathematics,Sciences,True,Shelf MA442,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Probability,Statistics
Psychology of Women and Gender,Virginia E. Schein,Psychology,Social Sciences,True,Shelf PS543,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Gender Studies,Feminist Psychology
The Elements of Style: 50th Anniversary Edition,William Strunk Jr.,Writing,Humanities,True,Shelf WR644,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Grammar,Writing Guide
Democracy in America,Alexis de Tocqueville,Political Science,Humanities,True,Shelf PS743,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Political Theory,American Society
International Marketing,Philip R. Cateora,Marketing,Business,True,Shelf MK904,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,International Marketing,Global Strategy
Computer Vision: Models, Learning, and Inference,Simon J.D. Prince,Computer Science,Engineering,True,Shelf CS241,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Computer Vision,Machine Learning
Inorganic Chemistry,Peter Atkins,Chemistry,Sciences,True,Shelf CH342,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Inorganic Chemistry,Concepts
Topology: A First Course,James Munkres,Mathematics,Sciences,True,Shelf MA443,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Topology,Foundations
Introduction to Cognitive Psychology,Robert L. Solso,Psychology,Social Sciences,True,Shelf PS544,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Cognition,Memory
The Little, Brown Essential Handbook,H. Ramsey Fowler,Writing,Humanities,True,Shelf WR645,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Grammar,Research
The Republic,Plato,Political Science,Humanities,True,Shelf PS744,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Political Philosophy,Justice
Principles of Management,Gareth R. Jones,Management,Business,True,Shelf MG1003,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Management,Organization
Software Engineering: A Practitioner's Approach,Roger S. Pressman,Computer Science,Engineering,True,Shelf CS242,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Software Development,Methodologies
Organic Chemistry,Graham Solomons,Chemistry,Sciences,True,Shelf CH343,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Organic Chemistry,Reactions
Linear Algebra Done Right,Sheldon Axler,Mathematics,Sciences,True,Shelf MA444,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Linear Algebra,Vector Spaces
Abnormal Psychology: The Problem of Maladaptive Behavior,Irwin G. Sarason,Psychology,Social Sciences,True,Shelf PS545,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Mental Disorders,Behavior
The Craft of Research,Wayne C. Booth,Writing,Humanities,True,Shelf WR646,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Research,Writing
The Federalist Papers,Alexander Hamilton,Political Science,Humanities,True,Shelf PS745,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Political Theory,US Constitution
Financial Reporting and Analysis,Charles H. Gibson,Accounting,Business,True,Shelf AC806,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Financial Reporting,Analysis
Computer Graphics: Principles and Practice in C++,James D. Foley,Computer Science,Engineering,True,Shelf CS243,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Graphics,C++
Environmental Chemistry: A Global Perspective,Gary W. VanLoon,Chemistry,Sciences,True,Shelf CH344,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Environmental Science,Global
Introduction to Probability and Statistics for Engineers,Richard L. Scheaffer,Mathematics,Sciences,True,Shelf MA445,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Probability,Engineering
Social Psychology,Saul Kassin,Psychology,Social Sciences,True,Shelf PS546,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Social Behavior,Attitudes
The Oxford Guide to Writing,Thomas S. Kane,Writing,Humanities,True,Shelf WR647,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Writing,Guide
Leviathan,Thomas Hobbes,Political Science,Humanities,True,Shelf PS746,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Political Philosophy,State
Operations Management: Sustainability and Supply Chain Management,Jay Heizer,Operations,Business,True,Shelf OM1203,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Operations,Sustainability
Introduction to Machine Learning,Tom M. Mitchell,Computer Science,Engineering,True,Shelf CS244,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Machine Learning,AI
Organic Chemistry,Leroy G. Wade,Chemistry,Sciences,True,Shelf CH345,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Organic Chemistry,Mechanisms
Introduction to Topology and Modern Analysis,George F. Simmons,Mathematics,Sciences,True,Shelf MA446,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Topology,Analysis
Introduction to Health Psychology,Linda Brannon,Psychology,Social Sciences,True,Shelf PS547,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Health Psychology,Wellness
The New St. Martin's Handbook,Andrea A. Lunsford,Writing,Humanities,True,Shelf WR648,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Writing,Research
Two Treatises of Government,John Locke,Political Science,Humanities,True,Shelf PS747,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Political Philosophy,Natural Rights
Principles of Macroeconomics,N. Gregory Mankiw,Economics,Social Sciences,True,Shelf EC112,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Macroeconomics,Textbook
Data Structures and Algorithms in C++,Michael T. Goodrich,Computer Science,Engineering,True,Shelf CS245,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,C++,Data Structures
Physical Chemistry: A Molecular Approach,Donald A. McQuarrie,Chemistry,Sciences,True,Shelf CH346,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Physical Chemistry,Quantum Mechanics
Mathematical Statistics and Data Analysis,John A. Rice,Mathematics,Sciences,True,Shelf MA447,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Statistics,Data Analysis
Psychological Testing and Assessment,Ronald Jay Cohen,Psychology,Social Sciences,True,Shelf PS548,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Psychological Testing,Assessment
The Little Seagull Handbook with Exercises,Richard Bullock,Writing,Humanities,True,Shelf WR649,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Grammar,Exercises
The Wealth of Nations,Adam Smith,Economics,Social Sciences,True,Shelf EC113,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Economics,Classical
Computer Security,Matt Bishop,Computer Science,Engineering,True,Shelf CS246,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Cybersecurity,Principles
Organic Chemistry,Paula Yurkanis Bruice,Chemistry,Sciences,True,Shelf CH347,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Organic Chemistry,Textbook
Introduction to Abstract Algebra,W. Keith Nicholson,Mathematics,Sciences,True,Shelf MA448,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Abstract Algebra,Rings
Research Methods in Psychology,David G. Elmes,Psychology,Social Sciences,True,Shelf PS549,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Research Methods,Experimental Design
The Elements of Style,William Strunk Jr.,Writing,Humanities,True,Shelf WR650,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Grammar,Writing Guide
The Communist Manifesto,Karl Marx,Political Science,Humanities,True,Shelf PS748,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Political Theory,Communism
Financial Management,Scott Besley,Finance,Business,True,Shelf FI1307,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Financial Management,Valuation
Computer Graphics,Edward Angel,Computer Science,Engineering,True,Shelf CS247,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Graphics,Rendering
Inorganic Chemistry,Gary L. Miessler,Chemistry,Sciences,True,Shelf CH348,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Inorganic Chemistry,Coordination Chemistry
Introduction to Probability,Charles M. Grinstead,Mathematics,Sciences,True,Shelf MA449,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Probability,Discrete Math
Cognitive Psychology,Stephen K. Reed,Psychology,Social Sciences,True,Shelf PS550,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Cognition,Problem Solving
Writing for the Social Sciences,Lisa Ede,Writing,Humanities,True,Shelf WR651,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Social Science Writing,Research
Politics,Aristotle,Political Science,Humanities,True,Shelf PS749,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Political Philosophy,Ethics
Organizational Behavior,Mary Jo Hatch,Management,Business,True,Shelf MG1004,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Organizational Theory,Culture
Software Engineering: Theory and Practice,Shari Lawrence Pfleeger,Computer Science,Engineering,True,Shelf CS248,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Software Development,Practice
Analytical Chemistry,David Harvey,Chemistry,Sciences,True,Shelf CH349,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Analytical Chemistry,Techniques
Introduction to Complex Analysis,Jerrold E. Marsden,Mathematics,Sciences,True,Shelf MA450,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Complex Analysis,Functions
Developmental Psychology,Robert V. Kail,Psychology,Social Sciences,True,Shelf PS551,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Child Development,Adolescence
The Bedford Reader,X.J. Kennedy,Writing,Humanities,True,Shelf WR652,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Essays,Rhetoric
The Social Contract,Jean-Jacques Rousseau,Political Science,Humanities,True,Shelf PS750,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Political Philosophy,Society
Principles of Marketing,Gary Armstrong,Marketing,Business,True,Shelf MK905,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Marketing,Fundamentals
Computer Vision: Algorithms and Applications,Milan Sonka,Computer Science,Engineering,True,Shelf CS249,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Computer Vision,Applications
Organic Chemistry,Paula Yurkanis Bruice,Chemistry,Sciences,True,Shelf CH350,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Organic Chemistry,Textbook
Introduction to Partial Differential Equations,Walter A. Strauss,Mathematics,Sciences,True,Shelf MA451,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,PDE,Mathematical Physics
Abnormal Psychology,James N. Butcher,Psychology,Social Sciences,True,Shelf PS552,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Mental Disorders,Diagnosis
The Little, Brown Compact Handbook,Jane E. Aaron,Writing,Humanities,True,Shelf WR653,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Grammar,Research
On Liberty,John Stuart Mill,Political Science,Humanities,True,Shelf PS751,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Political Philosophy,Liberty
Human Resource Management,Raymond A. Noe,HR,Business,True,Shelf HR1502,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,HR,Talent Management
Computer Networks,Larry L. Peterson,Computer Science,Engineering,True,Shelf CS250,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Networking,Systems
General Chemistry,Kenneth W. Whitten,Chemistry,Sciences,True,Shelf CH351,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,General Chemistry,Fundamentals
Introduction to Numerical Analysis and Scientific Computing,David F. Griffiths,Mathematics,Sciences,True,Shelf MA452,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Numerical Methods,Scientific Computing
Social Psychology,Sharon S. Brehm,Psychology,Social Sciences,True,Shelf PS553,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Social Behavior,Attitudes
Writing for Public Relations,Doug Newsom,Writing,Humanities,True,Shelf WR654,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Public Relations,Writing
The Prince,Niccolò Machiavelli,Political Science,Humanities,True,Shelf PS752,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Political Philosophy,Power
Principles of Financial Accounting,John J. Wild,Accounting,Business,True,Shelf AC807,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Financial Accounting,Principles
Computer Architecture,John L. Hennessy,Computer Science,Engineering,True,Shelf CS251,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Architecture,Performance
Organic Chemistry,Jonathan Clayden,Chemistry,Sciences,True,Shelf CH352,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Organic Chemistry,Advanced
Introduction to the Theory of Computation,Harry R. Lewis,Mathematics,Sciences,True,Shelf MA453,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Computation,Automata
Physiological Psychology,S. Marc Breedlove,Psychology,Social Sciences,True,Shelf PS554,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Neuroscience,Behavioral
The Bedford Guide for College Writers,X.J. Kennedy,Writing,Humanities,True,Shelf WR655,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,College Writing,Composition
Discourse on Inequality,Jean-Jacques Rousseau,Political Science,Humanities,True,Shelf PS753,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Political Philosophy,Inequality
Supply Chain Management: Strategy, Planning, and Operation,Sunil Chopra,Operations,Business,True,Shelf OM1204,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Supply Chain,Logistics
Introduction to Algorithms,Ronald L. Rivest,Computer Science,Engineering,True,Shelf CS252,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Algorithm,Data Structures
Environmental Chemistry for a Sustainable World,Colin Baird,Chemistry,Sciences,True,Shelf CH353,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Environmental Science,Sustainability
Mathematical Methods for Physics and Engineering,K.F. Riley,Mathematics,Sciences,True,Shelf MA454,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Mathematical Physics,Engineering
Psychology of Gender,Vicki S. Helgeson,Psychology,Social Sciences,True,Shelf PS555,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Gender Studies,Psychology
The Scott, Foresman Handbook for Writers,Maxine Hairston,Writing,Humanities,True,Shelf WR656,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Writing,Handbook
The Spirit of the Laws,Montesquieu,Political Science,Humanities,True,Shelf PS754,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Political Philosophy,Law
Strategic Management: Concepts and Cases,Fred R. David,Strategy,Business,True,Shelf ST1402,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Strategy,Case Studies
Operating System Concepts,Silberschatz, Computer Science,Engineering,True,Shelf CS253,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Operating Systems,Concurrency
Organic Chemistry,John McMurry,Chemistry,Sciences,True,Shelf CH354,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Organic Chemistry,Reactions
Introduction to Abstract Algebra,David S. Dummit,Mathematics,Sciences,True,Shelf MA455,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Abstract Algebra,Group Theory
